eventTime,userName,userType,eventName,awsRegion,sourceIPAddress,location,deviceType,mfaUsed,loginResult,sessionDuration,resourceAccessed,is_anomaly,anomaly_reason
2025-08-29T19:02:53Z,xsullivan,AssumedRole,ConsoleLogin,eu-west-2,79.8.250.221,"Leeds, GB",Mobile,Yes,Success,12,EC2,0,
2025-08-29T13:18:43Z,xsullivan,AssumedRole,GetObject,eu-west-1,207.153.109.36,"Leeds, GB",Mobile,Yes,Success,30,IAM,0,
2025-08-29T17:45:49Z,xsullivan,AssumedRole,DescribeInstances,eu-west-1,151.101.222.90,"Leeds, GB",Mobile,No,Success,106,RDS,0,
2025-08-29T19:59:44Z,xsullivan,AssumedRole,DescribeInstances,eu-west-2,17.182.194.244,"Leeds, GB",Mobile,Yes,Success,78,IAM,0,
2025-08-30T16:46:20Z,xsullivan,AssumedRole,PutObject,us-west-2,82.189.109.47,"Leeds, GB",Mobile,Yes,Success,238,CloudWatch,1,Excessive resource access
2025-08-30T13:41:41Z,xsullivan,AssumedRole,DescribeInstances,eu-west-2,171.116.228.192,"Leeds, GB",Mobile,Yes,Success,5,IAM,0,
2025-08-30T20:56:02Z,xsullivan,AssumedRole,ListBuckets,eu-west-2,146.26.171.2,"Leeds, GB",Mobile,No,Success,106,RDS,0,
2025-08-30T13:35:29Z,xsullivan,AssumedRole,GetObject,us-east-1,197.94.17.91,"Leeds, GB",Mobile,Yes,Success,26,CloudWatch,0,
2025-08-30T18:57:14Z,xsullivan,AssumedRole,PutObject,us-east-1,218.173.245.245,"Berlin, DE",Mobile,No,Success,33,EC2,1,Unusual location
2025-08-01T13:50:18Z,alexavazquez,Root,ConsoleLogin,us-west-2,93.223.200.166,"Bristol, GB",Desktop,Yes,Success,63,CloudWatch,0,
2025-08-01T17:20:52Z,alexavazquez,Root,ConsoleLogin,us-east-1,56.245.131.137,"Bristol, GB",Desktop,Yes,Success,15,IAM,0,
2025-08-01T06:42:23Z,alexavazquez,Root,ConsoleLogin,us-west-2,110.49.207.249,"Bristol, GB",Desktop,Yes,Success,101,CloudWatch,0,
2025-08-01T10:20:28Z,alexavazquez,Root,StopInstances,eu-west-2,207.179.233.62,"Bristol, GB",Desktop,No,Success,57,S3,0,
2025-08-01T19:39:50Z,alexavazquez,Root,ConsoleLogin,us-east-1,64.209.172.66,"Bristol, GB",Desktop,Yes,Success,113,IAM,0,
2025-08-01T16:02:46Z,alexavazquez,Root,ConsoleLogin,eu-west-2,60.213.122.168,"Bristol, GB",Desktop,No,Success,98,EC2,0,
2025-08-02T19:20:44Z,alexavazquez,Root,PutObject,us-west-2,166.107.164.102,"Bristol, GB",Desktop,No,Success,62,RDS,0,
2025-08-02T14:05:40Z,alexavazquez,Root,GetObject,eu-west-2,153.53.208.224,"Bristol, GB",Desktop,No,Success,73,IAM,0,
2025-08-02T16:27:50Z,alexavazquez,Root,PutObject,us-west-2,134.35.235.222,"Bristol, GB",Desktop,Yes,Success,22,RDS,0,
2025-08-02T06:12:12Z,alexavazquez,Root,ConsoleLogin,eu-west-1,202.49.219.210,"Bristol, GB",Desktop,Yes,Success,66,RDS,0,
2025-08-02T19:39:30Z,alexavazquez,Root,DescribeInstances,eu-west-1,96.150.80.54,"Bristol, GB",Desktop,Yes,Success,62,IAM,0,
2025-08-03T16:11:09Z,alexavazquez,Root,ConsoleLogin,eu-west-2,211.47.79.11,"Bristol, GB",Desktop,No,Success,100,CloudWatch,0,
2025-08-03T15:20:53Z,alexavazquez,Root,DescribeInstances,us-west-2,212.79.0.152,"Bristol, GB",Desktop,No,Success,42,EC2,0,
2025-08-04T09:03:41Z,alexavazquez,Root,GetObject,eu-west-2,198.173.39.56,"Bristol, GB",Desktop,No,Success,22,EC2,0,
2025-08-04T06:17:58Z,alexavazquez,Root,StartInstances,eu-west-1,133.81.18.173,"Bristol, GB",Desktop,No,Success,76,RDS,0,
2025-08-04T08:18:58Z,alexavazquez,Root,StartInstances,us-east-1,204.217.93.66,"Bristol, GB",Desktop,Yes,Success,49,CloudWatch,0,
2025-08-05T08:06:00Z,alexavazquez,Root,PutObject,us-west-2,140.13.187.144,"Bristol, GB",Desktop,No,Success,51,EC2,0,
2025-08-05T07:59:01Z,alexavazquez,Root,ConsoleLogin,us-east-1,177.22.117.43,"Bristol, GB",Desktop,No,Success,20,IAM,0,
2025-08-05T08:22:16Z,alexavazquez,Root,GetObject,eu-west-2,202.201.247.177,"Bristol, GB",Desktop,No,Success,7,IAM,0,
2025-08-05T13:40:29Z,alexavazquez,Root,PutObject,eu-west-2,54.97.49.138,"Bristol, GB",Desktop,No,Success,19,S3,0,
2025-08-05T07:02:04Z,alexavazquez,Root,PutObject,eu-west-1,219.84.123.203,"Bristol, GB",Desktop,Yes,Success,50,EC2,0,
2025-08-05T01:40:39Z,alexavazquez,Root,StartInstances,eu-west-1,190.145.98.204,"Bristol, GB",Desktop,No,Success,52,DynamoDB,1,Odd hours login
2025-08-06T11:52:09Z,alexavazquez,Root,StopInstances,eu-west-2,71.126.96.126,"Bristol, GB",Desktop,Yes,Success,84,IAM,0,
2025-08-06T10:12:55Z,alexavazquez,Root,StartInstances,us-west-2,219.154.98.106,"Bristol, GB",Desktop,No,Success,109,S3,0,
2025-08-07T18:47:19Z,alexavazquez,Root,ConsoleLogin,eu-west-1,179.87.142.147,"Tokyo, JP",Desktop,Yes,Success,21,S3,1,Unusual location
2025-08-07T19:23:25Z,alexavazquez,Root,GetObject,us-east-1,184.69.246.208,"Bristol, GB",Desktop,Yes,Success,59,S3,0,
2025-08-07T13:20:55Z,alexavazquez,Root,GetObject,eu-west-1,158.158.140.36,"Bristol, GB",Desktop,Yes,Success,74,RDS,0,
2025-08-07T06:25:12Z,alexavazquez,Root,StartInstances,us-west-2,43.189.48.65,"Bristol, GB",Desktop,Yes,Success,107,IAM,0,
2025-08-08T08:38:26Z,alexavazquez,Root,ConsoleLogin,us-east-1,72.176.230.26,"Bristol, GB",Desktop,No,Success,10,S3,0,
2025-08-08T19:23:21Z,alexavazquez,Root,GetObject,eu-west-1,179.161.255.250,"Bristol, GB",Desktop,No,Success,46,RDS,0,
2025-08-08T15:56:55Z,alexavazquez,Root,DescribeInstances,eu-west-2,173.46.53.156,"Bristol, GB",Desktop,No,Success,78,DynamoDB,0,
2025-08-08T09:49:24Z,alexavazquez,Root,ConsoleLogin,us-east-1,66.58.82.82,"Bristol, GB",Desktop,No,Success,79,DynamoDB,0,
2025-08-08T07:48:21Z,alexavazquez,Root,StopInstances,us-east-1,143.201.65.114,"Bristol, GB",Desktop,Yes,Success,70,S3,0,
2025-08-08T16:42:38Z,alexavazquez,Root,GetObject,us-east-1,119.189.202.194,"Bristol, GB",Mobile,Yes,Success,109,CloudWatch,1,First-time device
2025-08-09T16:21:32Z,alexavazquez,Root,PutObject,us-west-2,63.185.187.172,"Bristol, GB",Desktop,No,Success,90,S3,0,
2025-08-09T18:18:33Z,alexavazquez,Root,GetObject,eu-west-2,18.43.139.180,"Bristol, GB",Desktop,No,Success,110,RDS,0,
2025-08-09T07:40:15Z,alexavazquez,Root,GetObject,eu-west-1,155.173.63.206,"Bristol, GB",Desktop,Yes,Success,72,S3,0,
2025-08-09T13:38:01Z,alexavazquez,Root,StartInstances,us-west-2,186.160.145.228,"Bristol, GB",Tablet,No,Success,38,DynamoDB,1,First-time device
2025-08-09T15:14:51Z,alexavazquez,Root,PutObject,eu-west-1,146.113.193.19,"Bristol, GB",Desktop,Yes,Success,18,DynamoDB,0,
2025-08-10T16:29:14Z,alexavazquez,Root,StartInstances,eu-west-2,211.199.192.39,"Bristol, GB",Desktop,Yes,Success,9,IAM,0,
2025-08-10T16:14:23Z,alexavazquez,Root,DescribeInstances,eu-west-2,11.228.219.117,"Bristol, GB",Desktop,Yes,Success,38,DynamoDB,0,
2025-08-10T10:43:23Z,alexavazquez,Root,ConsoleLogin,eu-west-2,116.68.147.235,"Bristol, GB",Desktop,Yes,Success,64,EC2,0,
2025-08-10T09:36:23Z,alexavazquez,Root,StartInstances,eu-west-2,169.142.103.170,"Bristol, GB",Desktop,Yes,Success,101,RDS,0,
2025-08-10T17:17:20Z,alexavazquez,Root,PutObject,eu-west-2,223.29.188.111,"Bristol, GB",Desktop,Yes,Success,65,DynamoDB,0,
2025-08-11T10:15:01Z,alexavazquez,Root,ListBuckets,us-west-2,38.198.104.71,"Bristol, GB",Desktop,Yes,Success,15,IAM,0,
2025-08-11T16:45:02Z,alexavazquez,Root,ListBuckets,eu-west-1,158.13.18.113,"Bristol, GB",Desktop,No,Success,38,S3,0,
2025-08-11T19:43:23Z,alexavazquez,Root,StopInstances,eu-west-2,223.68.167.237,"Bristol, GB",Desktop,No,Success,100,S3,0,
2025-08-11T13:08:11Z,alexavazquez,Root,ListBuckets,us-east-1,72.55.174.255,"Bristol, GB",Desktop,No,Success,26,RDS,0,
2025-08-12T06:44:19Z,alexavazquez,Root,ConsoleLogin,us-east-1,216.111.81.133,"Bristol, GB",Desktop,Yes,Success,106,EC2,0,
2025-08-12T16:29:24Z,alexavazquez,Root,PutObject,us-east-1,161.229.230.18,"Bristol, GB",Desktop,No,Success,112,CloudWatch,0,
2025-08-12T06:46:46Z,alexavazquez,Root,ListBuckets,eu-west-2,6.39.227.239,"Bristol, GB",Desktop,Yes,Success,66,DynamoDB,0,
2025-08-13T18:49:24Z,alexavazquez,Root,StopInstances,us-east-1,210.177.118.45,"Bristol, GB",Desktop,No,Success,53,DynamoDB,0,
2025-08-13T18:00:25Z,alexavazquez,Root,PutObject,us-east-1,174.42.132.64,"Bristol, GB",Desktop,No,Success,65,IAM,0,
2025-08-13T08:22:13Z,alexavazquez,Root,StopInstances,us-west-2,216.223.47.168,"Bristol, GB",Desktop,Yes,Success,32,DynamoDB,0,
2025-08-13T13:09:07Z,alexavazquez,Root,GetObject,eu-west-2,178.149.246.159,"Bristol, GB",Desktop,Yes,Success,39,EC2,0,
2025-08-13T13:20:36Z,alexavazquez,Root,GetObject,eu-west-2,90.246.189.55,"Bristol, GB",Desktop,No,Success,69,EC2,0,
2025-08-14T18:04:58Z,alexavazquez,Root,StartInstances,us-west-2,163.179.66.69,"Bristol, GB",Desktop,Yes,Success,100,CloudWatch,0,
2025-08-14T09:54:27Z,alexavazquez,Root,ConsoleLogin,us-west-2,125.160.224.72,"Bristol, GB",Desktop,No,Success,79,EC2,0,
2025-08-15T07:01:18Z,alexavazquez,Root,DescribeInstances,eu-west-2,171.204.104.122,"New York, US",Desktop,Yes,Success,23,RDS,1,Unusual location
2025-08-15T10:16:09Z,alexavazquez,Root,StartInstances,eu-west-2,221.158.24.253,"Bristol, GB",Desktop,No,Success,7,EC2,0,
2025-08-16T08:30:04Z,alexavazquez,Root,StopInstances,eu-west-2,211.218.40.69,"Bristol, GB",Desktop,Yes,Success,105,IAM,0,
2025-08-16T06:21:56Z,alexavazquez,Root,PutObject,eu-west-1,210.139.116.61,"Bristol, GB",Desktop,No,Success,91,S3,0,
2025-08-16T19:15:10Z,alexavazquez,Root,PutObject,us-west-2,5.196.177.50,"Bristol, GB",Desktop,No,Success,5,EC2,0,
2025-08-16T08:55:59Z,alexavazquez,Root,ConsoleLogin,eu-west-1,148.179.230.32,"Bristol, GB",Desktop,Yes,Success,32,RDS,0,
2025-08-16T11:34:09Z,alexavazquez,Root,StopInstances,us-west-2,76.242.100.219,"Bristol, GB",Desktop,No,Success,40,RDS,0,
2025-08-16T14:20:00Z,alexavazquez,Root,GetObject,us-west-2,76.16.220.64,"Bristol, GB",Desktop,Yes,Success,84,EC2,0,
2025-08-17T09:14:04Z,alexavazquez,Root,PutObject,eu-west-1,156.253.115.107,"Bristol, GB",Desktop,No,Success,83,EC2,0,
2025-08-17T10:25:39Z,alexavazquez,Root,StopInstances,eu-west-2,28.45.187.8,"Bristol, GB",Desktop,Yes,Success,55,DynamoDB,0,
2025-08-17T16:11:52Z,alexavazquez,Root,GetObject,us-east-1,218.202.54.229,"Bristol, GB",Desktop,No,Success,8,IAM,0,
2025-08-17T16:39:39Z,alexavazquez,Root,PutObject,us-east-1,199.200.167.95,"Bristol, GB",Desktop,Yes,Success,117,DynamoDB,0,
2025-08-18T09:48:18Z,alexavazquez,Root,DescribeInstances,us-east-1,135.202.121.4,"Bristol, GB",Desktop,No,Success,75,DynamoDB,0,
2025-08-18T06:43:39Z,alexavazquez,Root,PutObject,us-west-2,151.95.178.203,"Bristol, GB",Desktop,No,Success,100,CloudWatch,0,
2025-08-18T20:56:57Z,alexavazquez,Root,PutObject,eu-west-1,11.21.208.83,"Bristol, GB",Desktop,No,Success,14,DynamoDB,0,
2025-08-18T15:10:06Z,alexavazquez,Root,ListBuckets,us-east-1,208.157.248.193,"Bristol, GB",Desktop,Yes,Success,41,IAM,0,
2025-08-19T18:59:41Z,alexavazquez,Root,PutObject,eu-west-1,212.84.133.149,"Bristol, GB",Desktop,No,Success,245,RDS,1,Excessive resource access
2025-08-19T20:09:31Z,alexavazquez,Root,StopInstances,eu-west-1,68.89.206.117,"Bristol, GB",Desktop,No,Success,68,IAM,0,
2025-08-19T09:05:31Z,alexavazquez,Root,ConsoleLogin,us-east-1,56.38.75.26,"Bristol, GB",Desktop,No,Success,63,DynamoDB,0,
2025-08-20T08:57:59Z,alexavazquez,Root,ConsoleLogin,eu-west-2,47.141.218.40,"Bristol, GB",Desktop,Yes,Success,64,CloudWatch,0,
2025-08-20T20:24:33Z,alexavazquez,Root,GetObject,eu-west-2,146.177.186.41,"Bristol, GB",Desktop,No,Success,97,EC2,0,
2025-08-20T19:02:48Z,alexavazquez,Root,StopInstances,eu-west-1,220.209.193.201,"Bristol, GB",Desktop,No,Success,92,DynamoDB,0,
2025-08-20T19:31:41Z,alexavazquez,Root,StopInstances,us-west-2,136.70.0.242,"Bristol, GB",Desktop,Yes,Success,111,IAM,0,
2025-08-20T19:06:03Z,alexavazquez,Root,PutObject,us-east-1,187.16.229.30,"Bristol, GB",Desktop,Yes,Success,10,EC2,0,
2025-08-20T19:41:28Z,alexavazquez,Root,ConsoleLogin,us-east-1,198.57.78.43,"Bristol, GB",Desktop,Yes,Success,10,RDS,0,
2025-08-21T16:12:40Z,alexavazquez,Root,StopInstances,us-east-1,129.21.43.234,"Bristol, GB",Desktop,Yes,Success,36,EC2,0,
2025-08-21T06:08:07Z,alexavazquez,Root,PutObject,eu-west-1,222.136.216.227,"Bristol, GB",Desktop,No,Success,82,CloudWatch,0,
2025-08-21T08:28:12Z,alexavazquez,Root,PutObject,eu-west-2,176.239.82.21,"Bristol, GB",Desktop,No,Success,100,DynamoDB,0,
2025-08-21T15:34:34Z,alexavazquez,Root,DescribeInstances,us-east-1,215.213.43.96,"Bristol, GB",Desktop,No,Success,57,CloudWatch,0,
2025-08-21T20:26:37Z,alexavazquez,Root,ConsoleLogin,us-west-2,200.64.49.199,"Bristol, GB",Desktop,No,Success,19,IAM,0,
2025-08-21T10:52:07Z,alexavazquez,Root,GetObject,eu-west-2,114.245.151.79,"Bristol, GB",Desktop,No,Success,42,IAM,0,
2025-08-22T10:02:47Z,alexavazquez,Root,StopInstances,eu-west-2,118.203.86.152,"Bristol, GB",Desktop,Yes,Success,99,RDS,0,
2025-08-22T16:32:36Z,alexavazquez,Root,ConsoleLogin,eu-west-1,75.14.88.192,"Bristol, GB",Desktop,Yes,Success,84,S3,0,
2025-08-22T14:17:48Z,alexavazquez,Root,ConsoleLogin,eu-west-1,211.247.121.80,"Bristol, GB",Desktop,Yes,Success,245,EC2,1,Excessive resource access
2025-08-23T10:20:55Z,alexavazquez,Root,ListBuckets,eu-west-1,199.247.151.147,"Bristol, GB",Desktop,No,Success,66,CloudWatch,0,
2025-08-23T20:41:05Z,alexavazquez,Root,ListBuckets,eu-west-1,171.125.172.12,"Bristol, GB",Desktop,No,Success,50,EC2,0,
2025-08-24T10:30:47Z,alexavazquez,Root,DescribeInstances,us-east-1,196.181.16.92,"Bristol, GB",Desktop,No,Success,58,EC2,0,
2025-08-24T12:39:16Z,alexavazquez,Root,PutObject,eu-west-2,139.220.212.250,"Bristol, GB",Desktop,Yes,Success,54,RDS,0,
2025-08-24T18:28:01Z,alexavazquez,Root,PutObject,us-east-1,197.196.80.193,"Bristol, GB",Desktop,Yes,Success,98,RDS,0,
2025-08-24T08:46:15Z,alexavazquez,Root,GetObject,us-west-2,218.109.195.102,"Bristol, GB",Desktop,No,Success,68,IAM,0,
2025-08-25T16:37:13Z,alexavazquez,Root,StopInstances,us-east-1,209.180.185.166,"Bristol, GB",Desktop,No,Success,49,DynamoDB,0,
2025-08-25T18:14:58Z,alexavazquez,Root,ListBuckets,us-east-1,215.78.50.117,"Bristol, GB",Desktop,Yes,Success,22,S3,0,
2025-08-25T18:34:22Z,alexavazquez,Root,ConsoleLogin,eu-west-2,42.78.218.110,"Bristol, GB",Desktop,Yes,Success,108,RDS,0,
2025-08-25T20:05:50Z,alexavazquez,Root,ListBuckets,eu-west-2,221.177.95.58,"Bristol, GB",Desktop,No,Success,94,RDS,0,
2025-08-25T09:25:16Z,alexavazquez,Root,PutObject,us-west-2,30.165.176.14,"Bristol, GB",Desktop,Yes,Success,109,EC2,0,
2025-08-25T13:16:22Z,alexavazquez,Root,GetObject,eu-west-2,192.59.61.90,"Bristol, GB",Desktop,Yes,Success,60,CloudWatch,0,
2025-08-26T08:02:04Z,alexavazquez,Root,DescribeInstances,eu-west-2,174.14.61.247,"Bristol, GB",Desktop,No,Success,110,CloudWatch,0,
2025-08-26T16:32:00Z,alexavazquez,Root,StopInstances,eu-west-1,171.167.221.227,"Bristol, GB",Desktop,Yes,Success,11,IAM,0,
2025-08-27T16:15:28Z,alexavazquez,Root,StartInstances,us-east-1,174.59.35.146,"Bristol, GB",Desktop,Yes,Success,37,DynamoDB,0,
2025-08-27T14:41:31Z,alexavazquez,Root,PutObject,eu-west-1,29.124.129.83,"Bristol, GB",Desktop,No,Success,87,CloudWatch,0,
2025-08-27T15:25:59Z,alexavazquez,Root,StopInstances,eu-west-2,140.226.33.12,"Bristol, GB",Desktop,Yes,Success,28,IAM,0,
2025-08-27T15:41:56Z,alexavazquez,Root,ListBuckets,us-east-1,118.65.32.41,"Bristol, GB",Desktop,Yes,Success,10,S3,0,
2025-08-27T20:39:13Z,alexavazquez,Root,StartInstances,eu-west-2,192.135.187.170,"Bristol, GB",Desktop,No,Success,36,DynamoDB,0,
2025-08-28T14:07:17Z,alexavazquez,Root,ConsoleLogin,us-east-1,207.78.11.175,"Toronto, CA",Desktop,Yes,Success,5,IAM,1,Unusual location
2025-08-28T15:25:36Z,alexavazquez,Root,GetObject,eu-west-1,134.247.228.227,"Bristol, GB",Desktop,Yes,Success,63,DynamoDB,0,
2025-08-29T07:32:53Z,alexavazquez,Root,GetObject,eu-west-2,134.166.126.9,"Bristol, GB",Desktop,No,Success,42,EC2,0,
2025-08-29T16:29:25Z,alexavazquez,Root,StartInstances,us-west-2,64.4.87.28,"Bristol, GB",Desktop,Yes,Success,41,RDS,0,
2025-08-30T17:50:36Z,alexavazquez,Root,ListBuckets,us-west-2,203.88.195.153,"Bristol, GB",Desktop,No,Success,97,EC2,0,
2025-08-30T16:12:00Z,alexavazquez,Root,GetObject,us-west-2,217.163.93.142,"Bristol, GB",Desktop,Yes,Success,43,CloudWatch,0,
2025-08-30T10:50:57Z,alexavazquez,Root,ConsoleLogin,eu-west-2,138.227.113.78,"Bristol, GB",Desktop,Yes,Success,76,CloudWatch,0,
2025-08-30T03:43:04Z,alexavazquez,Root,DescribeInstances,eu-west-2,218.104.132.149,"Bristol, GB",Desktop,Yes,Success,104,CloudWatch,1,Odd hours login
2025-08-01T10:58:48Z,ojones,IAMUser,ListBuckets,us-east-1,160.37.179.184,"Edinburgh, GB",Mobile,No,Success,22,IAM,0,
2025-08-01T09:27:20Z,ojones,IAMUser,StartInstances,us-east-1,212.227.51.231,"Edinburgh, GB",Mobile,Yes,Success,20,RDS,0,
2025-08-01T13:29:09Z,ojones,IAMUser,StartInstances,eu-west-1,196.161.111.224,"Edinburgh, GB",Mobile,Yes,Success,107,DynamoDB,0,
2025-08-01T16:55:19Z,ojones,IAMUser,GetObject,eu-west-2,63.158.242.204,"Edinburgh, GB",Mobile,No,Success,115,DynamoDB,0,
2025-08-01T06:20:34Z,ojones,IAMUser,StartInstances,us-east-1,207.250.40.179,"Edinburgh, GB",Mobile,No,Success,5,RDS,0,
2025-08-02T11:12:27Z,ojones,IAMUser,GetObject,eu-west-2,129.136.205.151,"Edinburgh, GB",Mobile,No,Success,70,S3,0,
2025-08-02T15:31:42Z,ojones,IAMUser,DescribeInstances,us-east-1,185.109.39.86,"Edinburgh, GB",Mobile,No,Success,113,DynamoDB,0,
2025-08-02T09:47:40Z,ojones,IAMUser,StopInstances,eu-west-2,214.254.197.60,"Edinburgh, GB",Mobile,No,Success,14,CloudWatch,0,
2025-08-02T18:30:27Z,ojones,IAMUser,DescribeInstances,us-west-2,153.225.111.213,"Edinburgh, GB",Mobile,Yes,Success,68,S3,0,
2025-08-02T15:30:27Z,ojones,IAMUser,DescribeInstances,us-east-1,132.83.106.84,"Johannesburg, ZA",Mobile,Yes,Success,33,CloudWatch,1,Unusual location
2025-08-02T20:25:23Z,ojones,IAMUser,ConsoleLogin,us-west-2,81.150.93.195,"Edinburgh, GB",Mobile,Yes,Success,80,EC2,0,
2025-08-03T13:55:24Z,ojones,IAMUser,ListBuckets,us-east-1,7.99.58.59,"Edinburgh, GB",Mobile,Yes,Success,101,CloudWatch,0,
2025-08-03T10:01:55Z,ojones,IAMUser,DescribeInstances,us-east-1,201.204.100.162,"Edinburgh, GB",Mobile,No,Success,102,CloudWatch,0,
2025-08-03T14:19:02Z,ojones,IAMUser,StopInstances,us-east-1,97.90.129.141,"Edinburgh, GB",Mobile,No,Success,91,RDS,0,
2025-08-03T11:44:41Z,ojones,IAMUser,GetObject,eu-west-1,159.96.152.159,"Edinburgh, GB",Mobile,Yes,Success,82,CloudWatch,0,
2025-08-03T07:31:42Z,ojones,IAMUser,DescribeInstances,eu-west-2,2.176.114.196,"Edinburgh, GB",Mobile,Yes,Success,117,DynamoDB,0,
2025-08-03T08:27:27Z,ojones,IAMUser,ListBuckets,eu-west-2,204.148.169.12,"Edinburgh, GB",Mobile,Yes,Success,26,IAM,0,
2025-08-04T18:33:10Z,ojones,IAMUser,ConsoleLogin,eu-west-1,98.2.137.23,"Edinburgh, GB",Desktop,No,Success,18,EC2,1,First-time device
2025-08-04T12:19:39Z,ojones,IAMUser,StartInstances,us-west-2,192.48.111.30,"Edinburgh, GB",Mobile,Yes,Success,105,CloudWatch,0,
2025-08-05T14:25:58Z,ojones,IAMUser,ListBuckets,us-west-2,141.232.146.10,"Edinburgh, GB",Mobile,No,Success,23,DynamoDB,0,
2025-08-05T17:54:00Z,ojones,IAMUser,StopInstances,us-west-2,51.59.42.42,"Edinburgh, GB",Mobile,Yes,Success,35,S3,0,
2025-08-05T17:05:41Z,ojones,IAMUser,ListBuckets,eu-west-2,162.217.33.155,"Edinburgh, GB",Mobile,Yes,Success,76,CloudWatch,0,
2025-08-06T16:15:25Z,ojones,IAMUser,StopInstances,us-east-1,145.210.76.127,"Edinburgh, GB",Mobile,Yes,Success,54,CloudWatch,0,
2025-08-06T09:34:27Z,ojones,IAMUser,PutObject,eu-west-1,208.56.135.238,"Edinburgh, GB",Mobile,No,Success,52,EC2,0,
2025-08-06T10:46:31Z,ojones,IAMUser,ConsoleLogin,eu-west-2,129.96.238.79,"Edinburgh, GB",Tablet,No,Success,76,IAM,1,First-time device
2025-08-06T17:37:28Z,ojones,IAMUser,StopInstances,eu-west-2,161.159.178.158,"Edinburgh, GB",Mobile,Yes,Success,228,RDS,1,Excessive resource access
2025-08-07T17:09:24Z,ojones,IAMUser,DescribeInstances,us-west-2,218.46.29.142,"Edinburgh, GB",Mobile,No,Success,80,RDS,0,
2025-08-07T15:22:29Z,ojones,IAMUser,DescribeInstances,us-west-2,206.192.144.142,"Edinburgh, GB",Mobile,Yes,Success,52,EC2,0,
2025-08-08T07:44:52Z,ojones,IAMUser,StartInstances,us-west-2,211.184.17.149,"Edinburgh, GB",Mobile,No,Success,45,EC2,0,
2025-08-08T13:32:58Z,ojones,IAMUser,DescribeInstances,eu-west-1,189.6.70.123,"Edinburgh, GB",Mobile,Yes,Success,68,RDS,0,
2025-08-08T07:25:59Z,ojones,IAMUser,GetObject,eu-west-1,173.36.81.107,"Edinburgh, GB",Mobile,No,Success,37,EC2,0,
2025-08-09T08:54:11Z,ojones,IAMUser,DescribeInstances,us-west-2,185.45.197.141,"Edinburgh, GB",Mobile,Yes,Success,19,DynamoDB,0,
2025-08-09T18:27:21Z,ojones,IAMUser,ListBuckets,eu-west-1,209.247.178.221,"Edinburgh, GB",Mobile,No,Success,30,CloudWatch,0,
2025-08-09T15:08:19Z,ojones,IAMUser,ListBuckets,eu-west-1,76.182.92.174,"Edinburgh, GB",Mobile,No,Success,113,EC2,0,
2025-08-09T14:48:36Z,ojones,IAMUser,PutObject,us-east-1,200.197.93.3,"Edinburgh, GB",Mobile,Yes,Success,89,S3,0,
2025-08-09T14:09:59Z,ojones,IAMUser,PutObject,eu-west-1,168.29.101.0,"Edinburgh, GB",Mobile,No,Success,114,IAM,0,
2025-08-10T14:56:44Z,ojones,IAMUser,ListBuckets,us-west-2,206.211.121.204,"Edinburgh, GB",Mobile,No,Success,72,DynamoDB,0,
2025-08-10T16:50:03Z,ojones,IAMUser,PutObject,eu-west-1,163.44.94.96,"Edinburgh, GB",Mobile,Yes,Success,22,CloudWatch,0,
2025-08-10T15:13:01Z,ojones,IAMUser,ConsoleLogin,eu-west-1,134.52.88.180,"Edinburgh, GB",Mobile,Yes,Success,30,DynamoDB,0,
2025-08-10T17:31:27Z,ojones,IAMUser,PutObject,eu-west-2,216.214.177.134,"Edinburgh, GB",Mobile,No,Success,29,DynamoDB,0,
2025-08-10T11:59:45Z,ojones,IAMUser,ListBuckets,us-west-2,173.30.212.125,"Edinburgh, GB",Mobile,No,Success,17,DynamoDB,0,
2025-08-11T20:01:10Z,ojones,IAMUser,StartInstances,eu-west-1,96.27.172.47,"Edinburgh, GB",Mobile,Yes,Success,102,IAM,0,
2025-08-11T12:56:56Z,ojones,IAMUser,DescribeInstances,eu-west-2,134.172.121.210,"Edinburgh, GB",Mobile,No,Success,55,DynamoDB,0,
2025-08-11T13:17:43Z,ojones,IAMUser,DescribeInstances,eu-west-1,197.103.157.186,"Edinburgh, GB",Mobile,Yes,Success,61,DynamoDB,0,
2025-08-11T09:28:28Z,ojones,IAMUser,StopInstances,us-west-2,222.28.245.174,"Edinburgh, GB",Mobile,No,Success,87,DynamoDB,0,
2025-08-12T11:40:05Z,ojones,IAMUser,StopInstances,eu-west-1,203.158.103.110,"Edinburgh, GB",Mobile,No,Success,101,DynamoDB,0,
2025-08-12T15:57:07Z,ojones,IAMUser,PutObject,eu-west-1,165.89.211.5,"Johannesburg, ZA",Mobile,Yes,Success,48,EC2,1,Unusual location
2025-08-12T11:49:29Z,ojones,IAMUser,ConsoleLogin,eu-west-1,185.64.246.34,"Edinburgh, GB",Mobile,Yes,Success,40,IAM,0,
2025-08-12T19:19:49Z,ojones,IAMUser,StartInstances,eu-west-1,205.120.126.239,"Edinburgh, GB",Mobile,No,Success,91,EC2,0,
2025-08-13T10:58:16Z,ojones,IAMUser,ConsoleLogin,us-west-2,201.190.13.109,"Edinburgh, GB",Mobile,Yes,Success,22,CloudWatch,0,
2025-08-13T10:31:35Z,ojones,IAMUser,ListBuckets,eu-west-2,16.244.7.72,"Edinburgh, GB",Mobile,Yes,Success,61,S3,0,
