user_id,timestamp,location,device_id,resource_accessed,login_result,session_duration_min,is_anomaly
user_059,2025-06-07 21:56:00,Birmingham,DEV-016,Finance System,success,47,0
user_053,2025-06-07 21:59:00,Birmingham,DEV-146,CRM,success,28,0
user_054,2025-06-07 22:00:00,Manchester,DEV-104,Finance System,success,115,0
user_092,2025-06-07 22:01:00,Coventry,DEV-118,CRM,success,81,0
user_083,2025-06-07 22:02:00,Liverpool,DEV-005,Finance System,success,52,0
user_001,2025-06-07 22:03:00,Newcastle,DEV-023,HR Portal,success,95,0
user_004,2025-06-07 22:06:00,Reading,DEV-104,HR Portal,success,18,0
user_014,2025-06-07 22:08:00,Bristol,DEV-054,CRM,success,17,0
user_001,2025-06-07 22:11:00,Newcastle,DEV-023,File Server,success,22,0
user_077,2025-06-07 22:12:00,Glasgow,DEV-026,DevOps Dashboard,success,14,0
user_044,2025-06-07 22:12:00,Glasgow,DEV-084,HR Portal,success,36,0
user_067,2025-06-07 22:15:00,Bristol,DEV-066,CRM,success,55,0
user_003,2025-06-07 22:16:00,Sheffield,DEV-007,HR Portal,success,57,1
user_057,2025-06-07 22:16:00,Coventry,DEV-076,Email,success,83,0
user_016,2025-06-07 22:17:00,Newcastle,DEV-117,Email,success,117,0
user_081,2025-06-07 22:27:00,Dundee,DEV-117,Email,success,11,0
user_080,2025-06-07 22:28:00,London,DEV-052,Email,success,77,0
user_080,2025-06-07 22:29:00,London,DEV-052,File Server,success,107,0
user_091,2025-06-07 22:36:00,Swansea,DEV-126,Email,success,50,0
user_036,2025-06-07 22:40:00,Newcastle,DEV-112,Finance System,success,18,0
user_067,2025-06-07 22:42:00,Bristol,DEV-066,DevOps Dashboard,success,91,0
user_084,2025-06-07 22:43:00,Nottingham,DEV-077,DevOps Dashboard,success,93,0
user_078,2025-06-07 22:46:00,Coventry,DEV-013,File Server,success,107,0
user_083,2025-06-07 22:49:00,Liverpool,DEV-005,HR Portal,success,37,0
user_088,2025-06-07 22:50:00,Aberdeen,DEV-073,Email,success,99,0
user_051,2025-06-07 22:52:00,Liverpool,DEV-075,Email,success,8,0
user_036,2025-06-07 22:54:00,Newcastle,DEV-112,CRM,success,75,0
user_033,2025-06-07 22:59:00,Edinburgh,DEV-072,Finance System,success,13,0
user_078,2025-06-07 22:59:00,Coventry,DEV-013,File Server,success,42,0
user_057,2025-06-08 00:00:00,Coventry,DEV-076,DevOps Dashboard,success,43,1
user_001,2025-06-08 00:00:00,Newcastle,DEV-023,Email,success,103,1
user_088,2025-06-08 02:00:00,Aberdeen,DEV-073,CRM,success,44,1
user_003,2025-06-08 02:00:00,Sheffield,DEV-065,Finance System,success,75,1
user_080,2025-06-08 03:00:00,London,DEV-052,CRM,success,38,1
user_099,2025-06-08 06:00:00,Brighton,DEV-138,CRM,success,19,0
user_025,2025-06-08 06:06:00,Sheffield,DEV-095,CRM,success,107,0
user_017,2025-06-08 06:07:00,Birmingham,DEV-016,HR Portal,success,27,0
user_097,2025-06-08 06:09:00,Bristol,DEV-100,File Server,success,85,0
user_045,2025-06-08 06:09:00,Aberdeen,DEV-044,DevOps Dashboard,success,10,0
user_036,2025-06-08 06:12:00,Newcastle,DEV-112,File Server,success,61,0
user_026,2025-06-08 06:13:00,Cardiff,DEV-066,Email,success,15,0
user_075,2025-06-08 06:14:00,Bristol,DEV-068,Finance System,success,116,0
user_045,2025-06-08 06:15:00,Aberdeen,DEV-044,Email,success,8,0
user_083,2025-06-08 06:19:00,Liverpool,DEV-005,File Server,success,91,0
user_079,2025-06-08 06:20:00,Coventry,DEV-053,CRM,success,119,0
user_020,2025-06-08 06:26:00,Manchester,DEV-079,Email,success,74,1
user_070,2025-06-08 06:39:00,Birmingham,DEV-001,DevOps Dashboard,success,82,0
user_083,2025-06-08 06:40:00,Liverpool,DEV-005,CRM,success,85,0
user_069,2025-06-08 06:40:00,Coventry,DEV-076,CRM,success,40,0
user_088,2025-06-08 06:40:00,Aberdeen,DEV-073,HR Portal,success,89,0
user_038,2025-06-08 06:41:00,Liverpool,DEV-004,DevOps Dashboard,success,89,0
user_057,2025-06-08 06:41:00,Coventry,DEV-076,File Server,success,97,0
user_019,2025-06-08 06:42:00,Leicester,DEV-005,CRM,success,30,0
user_086,2025-06-08 06:53:00,London,DEV-076,HR Portal,success,112,0
user_096,2025-06-08 06:54:00,Brighton,DEV-087,File Server,success,5,0
user_015,2025-06-08 07:00:00,Southampton,DEV-120,File Server,success,27,0
user_089,2025-06-08 07:04:00,Birmingham,DEV-105,DevOps Dashboard,success,10,0
user_050,2025-06-08 07:06:00,Sheffield,DEV-107,DevOps Dashboard,success,55,0
user_085,2025-06-08 07:07:00,Reading,DEV-001,Email,success,50,0
user_091,2025-06-08 07:07:00,Mumbai,DEV-126,Email,success,115,1
user_058,2025-06-08 07:07:00,Coventry,DEV-134,DevOps Dashboard,success,34,0
user_030,2025-06-08 07:12:00,Glasgow,DEV-130,CRM,success,30,0
user_034,2025-06-08 07:18:00,Newcastle,DEV-050,Finance System,success,43,0
user_030,2025-06-08 07:20:00,Glasgow,DEV-130,File Server,success,69,0
user_027,2025-06-08 07:24:00,Sheffield,DEV-141,Email,success,21,0
user_019,2025-06-08 07:27:00,Leicester,DEV-005,Email,success,85,0
user_036,2025-06-08 07:28:00,Newcastle,DEV-112,File Server,success,56,0
user_095,2025-06-08 07:28:00,Leicester,DEV-009,File Server,success,46,0
user_098,2025-06-08 07:32:00,Aberdeen,DEV-012,DevOps Dashboard,success,27,0
user_006,2025-06-08 07:33:00,Southampton,DEV-034,HR Portal,success,5,0
user_037,2025-06-08 07:42:00,Manchester,DEV-004,File Server,success,113,0
user_028,2025-06-08 07:46:00,Leeds,DEV-017,Finance System,success,89,0
user_047,2025-06-08 07:46:00,Dundee,DEV-063,HR Portal,success,42,0
user_082,2025-06-08 07:47:00,Leeds,DEV-076,Confidential Archives,success,79,1
user_010,2025-06-08 07:48:00,Glasgow,DEV-054,DevOps Dashboard,success,19,0
user_087,2025-06-08 07:49:00,Liverpool,DEV-014,CRM,success,89,0
user_075,2025-06-08 07:51:00,Bristol,DEV-068,File Server,success,99,0
user_089,2025-06-08 07:51:00,Birmingham,DEV-105,DevOps Dashboard,success,61,0
user_064,2025-06-08 07:57:00,Cardiff,DEV-083,CRM,success,21,0
user_055,2025-06-08 07:58:00,Manchester,DEV-073,HR Portal,success,57,0
user_097,2025-06-08 07:59:00,Bristol,DEV-100,DevOps Dashboard,success,14,0
user_087,2025-06-08 08:01:00,Liverpool,DEV-014,Email,success,81,0
user_035,2025-06-08 08:05:00,Liverpool,DEV-003,File Server,success,32,0
user_068,2025-06-08 08:06:00,Glasgow,DEV-089,HR Portal,success,104,0
user_014,2025-06-08 08:09:00,Bristol,DEV-054,DevOps Dashboard,success,23,0
user_090,2025-06-08 08:11:00,Liverpool,DEV-062,HR Portal,success,66,0
user_005,2025-06-08 08:12:00,Nottingham,DEV-068,DevOps Dashboard,success,105,0
user_013,2025-06-08 08:16:00,Dundee,DEV-019,File Server,success,99,0
user_047,2025-06-08 08:18:00,Dundee,DEV-063,Finance System,success,74,0
user_005,2025-06-08 08:22:00,Nottingham,DEV-068,Email,success,95,0
user_052,2025-06-08 08:30:00,Liverpool,DEV-009,Email,success,44,0
user_079,2025-06-08 08:31:00,Coventry,DEV-053,Finance System,success,71,0
user_011,2025-06-08 08:32:00,Edinburgh,DEV-129,HR Portal,success,112,0
user_053,2025-06-08 08:33:00,Birmingham,DEV-146,CRM,success,88,0
user_043,2025-06-08 08:33:00,Manchester,DEV-139,HR Portal,success,20,0
user_062,2025-06-08 08:34:00,London,DEV-075,Finance System,success,14,0
user_071,2025-06-08 08:43:00,Brighton,DEV-066,Finance System,success,78,0
user_005,2025-06-08 08:45:00,Nottingham,DEV-068,Email,success,10,0
user_077,2025-06-08 08:46:00,Glasgow,DEV-026,File Server,success,107,0
user_010,2025-06-08 08:51:00,Glasgow,DEV-054,Email,success,89,0
user_073,2025-06-08 08:51:00,Leicester,DEV-122,Finance System,success,37,0
user_031,2025-06-08 08:52:00,Newcastle,DEV-139,Finance System,success,42,0
user_010,2025-06-08 09:02:00,Glasgow,DEV-054,DevOps Dashboard,success,33,0
user_095,2025-06-08 09:03:00,Leicester,DEV-009,Finance System,success,27,0
user_041,2025-06-08 09:07:00,Birmingham,DEV-066,Email,success,40,0
user_078,2025-06-08 09:09:00,Coventry,DEV-013,Finance System,success,58,0
user_002,2025-06-08 09:11:00,Sheffield,DEV-074,CRM,success,96,0
user_071,2025-06-08 09:11:00,Brighton,DEV-066,HR Portal,success,57,0
user_054,2025-06-08 09:13:00,Manchester,DEV-104,DevOps Dashboard,success,59,0
user_074,2025-06-08 09:16:00,Leicester,DEV-019,DevOps Dashboard,success,109,0
user_077,2025-06-08 09:18:00,Glasgow,DEV-026,CRM,success,68,0
user_093,2025-06-08 09:19:00,Cardiff,DEV-102,Email,success,44,0
user_098,2025-06-08 09:23:00,Aberdeen,DEV-012,CRM,success,91,0
user_041,2025-06-08 09:23:00,Birmingham,DEV-066,CRM,success,34,0
user_052,2025-06-08 09:24:00,Liverpool,DEV-009,DevOps Dashboard,success,74,0
user_068,2025-06-08 09:26:00,Glasgow,DEV-089,DevOps Dashboard,success,68,0
user_033,2025-06-08 09:26:00,Edinburgh,DEV-072,DevOps Dashboard,success,43,0
user_028,2025-06-08 09:30:00,Leeds,DEV-017,DevOps Dashboard,success,88,0
user_032,2025-06-08 09:32:00,Sheffield,DEV-073,HR Portal,success,103,0
user_088,2025-06-08 09:34:00,Aberdeen,DEV-073,Finance System,success,76,0
user_012,2025-06-08 09:35:00,Coventry,DEV-066,CRM,success,62,0
user_004,2025-06-08 09:42:00,Reading,DEV-104,Finance System,success,113,0
user_008,2025-06-08 09:44:00,Reading,DEV-097,File Server,success,45,0
user_084,2025-06-08 09:48:00,Nottingham,DEV-077,Email,success,97,0
user_066,2025-06-08 09:50:00,Bristol,DEV-101,Email,success,91,0
user_084,2025-06-08 09:51:00,Nottingham,DEV-077,File Server,success,79,0
user_038,2025-06-08 09:52:00,Liverpool,DEV-004,DevOps Dashboard,success,15,0
user_035,2025-06-08 09:54:00,Liverpool,DEV-003,Finance System,success,20,0
user_007,2025-06-08 09:56:00,Cardiff,DEV-086,Email,success,108,0
user_007,2025-06-08 09:57:00,Cardiff,DEV-086,Finance System,success,93,0
user_059,2025-06-08 10:00:00,Birmingham,DEV-016,File Server,success,120,0
user_038,2025-06-08 10:00:00,Liverpool,DEV-004,CRM,success,44,0
user_087,2025-06-08 10:00:00,Liverpool,DEV-014,DevOps Dashboard,success,118,0
user_093,2025-06-08 10:17:00,Cardiff,DEV-102,HR Portal,success,100,0
user_092,2025-06-08 10:19:00,Coventry,DEV-118,Email,success,74,0
user_074,2025-06-08 10:19:00,Leicester,DEV-019,File Server,success,118,0
user_021,2025-06-08 10:21:00,Cardiff,DEV-122,Email,success,17,0
user_023,2025-06-08 10:22:00,Aberdeen,DEV-080,HR Portal,success,25,0
user_044,2025-06-08 10:27:00,Glasgow,DEV-084,Finance System,success,6,0
user_075,2025-06-08 10:31:00,Bristol,DEV-068,CRM,success,40,0
user_098,2025-06-08 10:33:00,Aberdeen,DEV-012,Finance System,success,105,0
user_053,2025-06-08 10:34:00,Birmingham,DEV-146,HR Portal,success,31,0
user_058,2025-06-08 10:39:00,New York,DEV-134,Email,success,83,1
user_001,2025-06-08 10:39:00,Newcastle,DEV-023,Finance System,success,49,0
user_061,2025-06-08 10:41:00,Reading,DEV-129,DevOps Dashboard,success,31,1
user_071,2025-06-08 10:45:00,Brighton,DEV-066,HR Portal,success,86,0
user_009,2025-06-08 10:46:00,Dundee,DEV-085,HR Portal,success,92,0
user_021,2025-06-08 10:48:00,Moscow,DEV-122,Finance System,success,107,1
user_081,2025-06-08 11:00:00,Dundee,DEV-117,CRM,success,7,0
user_006,2025-06-08 11:01:00,Southampton,DEV-034,DevOps Dashboard,success,37,0
user_028,2025-06-08 11:02:00,Leeds,DEV-017,Finance System,success,81,0
user_051,2025-06-08 11:09:00,Liverpool,DEV-075,CRM,success,70,0
user_013,2025-06-08 11:10:00,Dundee,DEV-019,File Server,success,93,0
user_004,2025-06-08 11:13:00,Reading,DEV-104,HR Portal,success,55,0
user_070,2025-06-08 11:17:00,Birmingham,DEV-001,File Server,success,41,0
user_072,2025-06-08 11:20:00,Cardiff,DEV-139,HR Portal,success,39,0
user_007,2025-06-08 11:23:00,Cardiff,DEV-086,Email,success,85,0
user_084,2025-06-08 11:26:00,Nottingham,DEV-077,DevOps Dashboard,success,70,0
user_031,2025-06-08 11:26:00,Newcastle,DEV-139,Email,success,13,0
user_016,2025-06-08 11:28:00,Newcastle,DEV-117,File Server,success,86,0
user_015,2025-06-08 11:28:00,Southampton,DEV-120,File Server,success,115,0
user_006,2025-06-08 11:31:00,Southampton,DEV-034,Email,success,32,0
user_075,2025-06-08 11:34:00,Bristol,DEV-068,DevOps Dashboard,success,14,0
user_082,2025-06-08 11:37:00,Leeds,DEV-076,File Server,success,28,0
user_040,2025-06-08 11:38:00,Sheffield,DEV-105,HR Portal,success,57,0
user_082,2025-06-08 11:39:00,Leeds,DEV-076,HR Portal,success,95,0
user_013,2025-06-08 11:39:00,Dundee,DEV-019,Finance System,success,52,0
user_045,2025-06-08 11:46:00,Aberdeen,DEV-044,CRM,success,6,0
user_064,2025-06-08 11:51:00,Cardiff,DEV-083,HR Portal,success,90,0
user_014,2025-06-08 11:59:00,Bristol,DEV-054,Finance System,success,57,0
user_060,2025-06-08 12:00:00,Leicester,DEV-125,Email,success,19,0
user_030,2025-06-08 12:00:00,Glasgow,DEV-130,CRM,success,25,0
user_031,2025-06-08 12:11:00,Newcastle,DEV-139,DevOps Dashboard,success,6,0
user_067,2025-06-08 12:15:00,Bristol,DEV-066,File Server,success,81,0
user_078,2025-06-08 12:15:00,Coventry,DEV-013,CRM,success,33,0
user_091,2025-06-08 12:19:00,Swansea,DEV-126,File Server,success,87,0
user_038,2025-06-08 12:23:00,Liverpool,DEV-004,DevOps Dashboard,success,75,0
user_010,2025-06-08 12:27:00,Glasgow,DEV-054,HR Portal,success,102,0
user_092,2025-06-08 12:31:00,Coventry,DEV-118,Finance System,success,89,0
user_063,2025-06-08 12:36:00,Southampton,DEV-138,CRM,success,16,0
user_006,2025-06-08 12:36:00,Southampton,DEV-034,CRM,success,35,0
user_026,2025-06-08 12:37:00,Cardiff,DEV-066,Confidential Archives,success,43,1
user_063,2025-06-08 12:40:00,Southampton,DEV-138,Email,success,86,0
user_065,2025-06-08 12:42:00,Sheffield,DEV-117,DevOps Dashboard,success,82,0
user_061,2025-06-08 12:44:00,Reading,DEV-126,CRM,success,18,0
user_011,2025-06-08 12:44:00,Edinburgh,DEV-129,DevOps Dashboard,success,107,0
user_034,2025-06-08 12:45:00,Newcastle,DEV-050,Email,success,55,0
user_022,2025-06-08 12:48:00,Brighton,DEV-023,HR Portal,success,85,0
user_049,2025-06-08 12:51:00,Glasgow,DEV-112,CRM,success,117,0
user_074,2025-06-08 12:53:00,Leicester,DEV-019,Finance System,success,113,0
user_070,2025-06-08 12:54:00,Birmingham,DEV-001,Finance System,success,32,0
user_068,2025-06-08 13:03:00,Glasgow,DEV-089,HR Portal,success,109,0
user_023,2025-06-08 13:04:00,Aberdeen,DEV-080,CRM,success,70,0
user_065,2025-06-08 13:06:00,Sheffield,DEV-117,CRM,success,83,0
user_050,2025-06-08 13:10:00,Sheffield,DEV-107,CRM,success,58,0
user_015,2025-06-08 13:15:00,Southampton,DEV-120,DevOps Dashboard,success,95,0
user_027,2025-06-08 13:16:00,Sheffield,DEV-141,File Server,success,65,0
user_048,2025-06-08 13:19:00,Cardiff,DEV-144,HR Portal,success,27,0
user_037,2025-06-08 13:23:00,Manchester,DEV-004,CRM,success,37,0
user_008,2025-06-08 13:24:00,Reading,DEV-097,HR Portal,success,71,0
user_036,2025-06-08 13:25:00,Newcastle,DEV-112,CRM,success,67,0
user_079,2025-06-08 13:25:00,Coventry,DEV-053,Email,success,88,0
user_073,2025-06-08 13:30:00,Leicester,DEV-122,Finance System,success,89,0
user_093,2025-06-08 13:31:00,Cardiff,DEV-102,Email,success,7,0
user_004,2025-06-08 13:35:00,Reading,DEV-104,Finance System,success,48,0
user_086,2025-06-08 13:40:00,London,DEV-076,CRM,success,62,0
user_064,2025-06-08 13:44:00,Cardiff,DEV-083,Email,success,118,0
user_088,2025-06-08 13:46:00,Aberdeen,DEV-073,File Server,success,69,0
user_072,2025-06-08 13:46:00,Cardiff,DEV-139,CRM,success,89,0
user_066,2025-06-08 13:47:00,Bristol,DEV-101,Finance System,success,56,0
user_084,2025-06-08 13:48:00,Nottingham,DEV-077,HR Portal,success,8,0
user_074,2025-06-08 13:54:00,Leicester,DEV-019,DevOps Dashboard,success,93,0
user_032,2025-06-08 14:02:00,Sheffield,DEV-073,CRM,success,68,0
user_046,2025-06-08 14:05:00,Cardiff,DEV-112,File Server,success,14,0
user_085,2025-06-08 14:17:00,Reading,DEV-001,CRM,success,51,0
user_049,2025-06-08 14:17:00,Glasgow,DEV-112,Email,success,119,0
user_031,2025-06-08 14:19:00,Newcastle,DEV-139,Email,success,108,0
user_070,2025-06-08 14:20:00,Birmingham,DEV-001,Email,success,52,0
user_002,2025-06-08 14:35:00,Sheffield,DEV-074,DevOps Dashboard,success,88,0
user_025,2025-06-08 14:35:00,Sheffield,DEV-095,Finance System,success,58,0
user_053,2025-06-08 14:37:00,Birmingham,DEV-146,DevOps Dashboard,success,96,0
user_011,2025-06-08 14:41:00,Edinburgh,DEV-129,HR Portal,success,77,0
user_086,2025-06-08 14:41:00,London,DEV-076,HR Portal,success,69,0
user_053,2025-06-08 14:43:00,Birmingham,DEV-146,Email,success,100,0
user_065,2025-06-08 14:43:00,Sheffield,DEV-117,HR Portal,success,88,0
user_039,2025-06-08 14:44:00,Nottingham,DEV-010,CRM,success,109,1
user_098,2025-06-08 14:46:00,Aberdeen,DEV-012,File Server,success,34,0
user_025,2025-06-08 14:50:00,Sheffield,DEV-095,CRM,success,75,0
user_082,2025-06-08 14:53:00,Leeds,DEV-076,CRM,success,103,0
user_025,2025-06-08 14:55:00,Sheffield,DEV-095,Email,success,37,0
user_066,2025-06-08 14:59:00,Bristol,DEV-101,Finance System,success,60,0
user_082,2025-06-08 15:03:00,Leeds,DEV-076,Email,success,67,0
user_072,2025-06-08 15:04:00,Cardiff,DEV-139,Finance System,success,54,0
user_080,2025-06-08 15:06:00,London,DEV-052,Finance System,success,37,0
user_099,2025-06-08 15:10:00,Brighton,DEV-138,Email,success,65,0
user_033,2025-06-08 15:10:00,Edinburgh,DEV-072,CRM,success,90,0
user_040,2025-06-08 15:12:00,Sheffield,DEV-105,CRM,success,28,0
user_085,2025-06-08 15:14:00,Reading,DEV-001,HR Portal,success,47,0
user_032,2025-06-08 15:14:00,Sheffield,DEV-073,Finance System,success,29,0
user_056,2025-06-08 15:28:00,Nottingham,DEV-149,Finance System,success,35,0
user_044,2025-06-08 15:31:00,Glasgow,DEV-084,HR Portal,success,26,0
user_032,2025-06-08 15:31:00,Sheffield,DEV-073,Email,success,28,0
user_086,2025-06-08 15:32:00,London,DEV-076,File Server,success,18,0
user_080,2025-06-08 15:36:00,London,DEV-052,Email,success,111,0
user_099,2025-06-08 15:39:00,Brighton,DEV-138,HR Portal,success,79,0
user_048,2025-06-08 15:42:00,Cardiff,DEV-144,CRM,success,56,0
user_054,2025-06-08 15:42:00,Manchester,DEV-104,Finance System,success,111,0
user_079,2025-06-08 15:43:00,Coventry,DEV-053,File Server,success,47,0
user_058,2025-06-08 15:44:00,Coventry,DEV-134,HR Portal,success,43,0
user_096,2025-06-08 15:47:00,Brighton,DEV-087,File Server,success,60,0
user_036,2025-06-08 15:48:00,Newcastle,DEV-112,CRM,success,28,0
user_006,2025-06-08 15:49:00,Southampton,DEV-034,Finance System,success,25,0
user_049,2025-06-08 15:54:00,Glasgow,DEV-112,HR Portal,success,22,0
user_094,2025-06-08 16:00:00,Dundee,DEV-096,CRM,success,42,0
user_007,2025-06-08 16:02:00,Moscow,DEV-086,HR Portal,success,19,1
user_028,2025-06-08 16:06:00,Leeds,DEV-017,HR Portal,success,55,0
user_035,2025-06-08 16:10:00,Liverpool,DEV-003,DevOps Dashboard,success,58,0
user_039,2025-06-08 16:11:00,Nottingham,DEV-013,DevOps Dashboard,success,75,0
user_076,2025-06-08 16:13:00,Liverpool,DEV-125,HR Portal,success,15,0
user_026,2025-06-08 16:15:00,Cardiff,DEV-066,HR Portal,success,39,0
user_057,2025-06-08 16:16:00,Coventry,DEV-076,File Server,success,29,0
user_051,2025-06-08 16:16:00,Liverpool,DEV-075,DevOps Dashboard,success,50,0
user_012,2025-06-08 16:18:00,Coventry,DEV-066,Finance System,success,106,0
user_037,2025-06-08 16:20:00,Manchester,DEV-004,DevOps Dashboard,success,6,0
user_015,2025-06-08 16:25:00,Southampton,DEV-120,DevOps Dashboard,success,105,0
user_043,2025-06-08 16:27:00,Manchester,DEV-139,Finance System,success,120,0
user_045,2025-06-08 16:28:00,Aberdeen,DEV-044,HR Portal,success,113,0
user_029,2025-06-08 16:34:00,Aberdeen,DEV-030,HR Portal,success,87,0
user_080,2025-06-08 16:38:00,London,DEV-052,Finance System,success,117,0
user_062,2025-06-08 17:00:00,London,DEV-075,Finance System,success,114,0
user_038,2025-06-08 17:01:00,Liverpool,DEV-004,File Server,success,26,0
user_001,2025-06-08 17:02:00,Newcastle,DEV-023,File Server,success,8,0
user_093,2025-06-08 17:03:00,Cardiff,DEV-102,Finance System,success,43,0
user_100,2025-06-08 17:04:00,Newcastle,DEV-118,HR Portal,success,7,0
user_022,2025-06-08 17:08:00,Brighton,DEV-023,HR Portal,success,31,0
user_083,2025-06-08 17:10:00,Liverpool,DEV-005,File Server,success,98,0
user_095,2025-06-08 17:12:00,Leicester,DEV-009,DevOps Dashboard,success,8,0
user_091,2025-06-08 17:20:00,Swansea,DEV-126,Email,success,31,0
user_028,2025-06-08 17:27:00,Leeds,DEV-017,DevOps Dashboard,success,104,0
user_099,2025-06-08 17:27:00,Brighton,DEV-138,Email,success,84,0
user_024,2025-06-08 17:28:00,Nottingham,DEV-011,File Server,success,109,0
user_040,2025-06-08 17:28:00,Sheffield,DEV-105,DevOps Dashboard,success,94,0
user_051,2025-06-08 17:30:00,Liverpool,DEV-075,Email,success,7,0
user_074,2025-06-08 17:31:00,Leicester,DEV-019,CRM,success,11,0
user_024,2025-06-08 17:35:00,Nottingham,DEV-011,HR Portal,success,33,0
user_034,2025-06-08 17:41:00,Newcastle,DEV-050,DevOps Dashboard,success,33,0
user_056,2025-06-08 17:44:00,Nottingham,DEV-149,CRM,success,66,0
user_060,2025-06-08 17:46:00,Leicester,DEV-125,Email,success,21,0
user_055,2025-06-08 17:46:00,Manchester,DEV-073,Finance System,success,36,0
user_026,2025-06-08 17:54:00,Cardiff,DEV-066,CRM,success,120,0
user_046,2025-06-08 17:57:00,Cardiff,DEV-112,HR Portal,success,5,0
user_096,2025-06-08 17:58:00,Brighton,DEV-087,CRM,success,10,0
user_051,2025-06-08 18:02:00,Liverpool,DEV-075,File Server,success,46,0
user_024,2025-06-08 18:05:00,Nottingham,DEV-011,File Server,success,12,0
user_002,2025-06-08 18:07:00,Sheffield,DEV-074,CRM,success,29,0
user_048,2025-06-08 18:08:00,Cardiff,DEV-144,Finance System,success,82,0
user_095,2025-06-08 18:10:00,Leicester,DEV-009,Finance System,success,20,0
user_077,2025-06-08 18:13:00,Glasgow,DEV-026,CRM,success,22,0
user_039,2025-06-08 18:14:00,Nottingham,DEV-013,DevOps Dashboard,success,26,0
user_052,2025-06-08 18:15:00,Liverpool,DEV-009,CRM,success,32,0
user_029,2025-06-08 18:15:00,Aberdeen,DEV-030,HR Portal,success,58,0
user_086,2025-06-08 18:16:00,London,DEV-076,HR Portal,success,81,0
user_018,2025-06-08 18:19:00,Southampton,DEV-097,HR Portal,success,41,0
user_010,2025-06-08 18:20:00,Glasgow,DEV-054,DevOps Dashboard,success,23,0
user_050,2025-06-08 18:23:00,Sheffield,DEV-107,CRM,success,34,0
user_059,2025-06-08 18:24:00,Birmingham,DEV-016,CRM,success,41,0
user_035,2025-06-08 18:26:00,Liverpool,DEV-111,Email,success,104,1
user_094,2025-06-08 18:31:00,Dundee,DEV-096,HR Portal,success,72,0
user_094,2025-06-08 18:36:00,Dundee,DEV-096,File Server,success,65,0
user_073,2025-06-08 18:41:00,Leicester,DEV-122,Finance System,success,79,0
user_092,2025-06-08 18:42:00,Coventry,DEV-118,HR Portal,success,12,0
user_024,2025-06-08 18:43:00,Nottingham,DEV-011,Confidential Archives,success,109,1
user_063,2025-06-08 18:45:00,Southampton,DEV-138,Email,success,54,0
user_075,2025-06-08 18:51:00,Bristol,DEV-068,Finance System,success,73,0
user_013,2025-06-08 18:52:00,Dundee,DEV-019,CRM,success,39,0
user_075,2025-06-08 18:55:00,Bristol,DEV-068,CRM,success,115,0
user_056,2025-06-08 18:55:00,Nottingham,DEV-149,Email,success,37,0
user_047,2025-06-08 18:55:00,Dundee,DEV-063,Confidential Archives,success,6,1
user_020,2025-06-08 18:56:00,Manchester,DEV-066,CRM,success,83,0
user_095,2025-06-08 18:57:00,Leicester,DEV-009,HR Portal,success,98,0
user_017,2025-06-08 19:00:00,Birmingham,DEV-016,Email,success,42,0
user_021,2025-06-08 19:00:00,Cardiff,DEV-122,File Server,success,24,0
user_031,2025-06-08 19:02:00,Newcastle,DEV-139,HR Portal,success,62,0
user_009,2025-06-08 19:04:00,Dundee,DEV-085,Finance System,success,74,0
user_037,2025-06-08 19:06:00,Manchester,DEV-004,HR Portal,success,65,0
user_089,2025-06-08 19:06:00,Birmingham,DEV-105,Email,success,29,0
user_044,2025-06-08 19:06:00,Glasgow,DEV-084,CRM,success,65,0
user_002,2025-06-08 19:12:00,Sheffield,DEV-074,CRM,success,103,0
user_067,2025-06-08 19:12:00,Bristol,DEV-066,DevOps Dashboard,success,118,0
user_010,2025-06-08 19:14:00,Glasgow,DEV-054,Email,success,19,0
user_093,2025-06-08 19:16:00,Cardiff,DEV-102,Email,success,39,0
user_060,2025-06-08 19:17:00,Leicester,DEV-125,CRM,success,91,0
user_095,2025-06-08 19:21:00,Leicester,DEV-009,Email,success,65,0
user_051,2025-06-08 19:22:00,Liverpool,DEV-075,File Server,success,55,0
user_049,2025-06-08 19:26:00,Glasgow,DEV-112,File Server,success,68,0
user_062,2025-06-08 19:31:00,London,DEV-075,CRM,success,49,0
user_059,2025-06-08 19:36:00,Birmingham,DEV-016,CRM,success,82,0
user_041,2025-06-08 19:36:00,Birmingham,DEV-066,HR Portal,success,31,0
user_090,2025-06-08 19:37:00,Liverpool,DEV-062,Email,success,77,0
user_072,2025-06-08 19:38:00,Cardiff,DEV-139,Finance System,success,77,0
user_009,2025-06-08 19:44:00,Dundee,DEV-085,DevOps Dashboard,success,120,0
user_086,2025-06-08 19:48:00,London,DEV-070,Finance System,success,40,1
user_067,2025-06-08 19:48:00,Bristol,DEV-066,HR Portal,success,14,0
user_100,2025-06-08 19:50:00,Newcastle,DEV-118,Finance System,success,74,0
user_068,2025-06-08 19:51:00,Glasgow,DEV-089,Confidential Archives,success,103,1
user_042,2025-06-08 19:51:00,Birmingham,DEV-126,File Server,success,79,0
user_016,2025-06-08 19:53:00,Newcastle,DEV-117,File Server,success,114,0
user_063,2025-06-08 19:58:00,Southampton,DEV-138,Email,success,71,0
user_011,2025-06-08 19:58:00,Edinburgh,DEV-129,Email,success,62,0
user_077,2025-06-08 19:59:00,Glasgow,DEV-026,File Server,success,84,0
user_077,2025-06-08 20:02:00,Glasgow,DEV-026,DevOps Dashboard,success,22,0
